   indexX       indexY         intexZ      phi   
+49      +22     +32     -1.07962e-17     +24.0412
+49      +23     +32     +2.08214e-18     +25.1930
+49      +24     +32     -2.03370e-18     +26.2988
+49      +25     +32     +4.09007e-18     +27.3412
+49      +26     +32     -2.54186e-18     +28.3012
+49      +27     +32     +1.99968e-19     +29.1591
+49      +28     +32     +3.39946e-18     +29.8950
+49      +29     +32     +5.89597e-18     +30.4902
+49      +30     +32     -1.81002e-18     +30.9284
+49      +31     +32     +1.12271e-17     +31.1967
+49      +32     +32     -7.78845e-18     +31.2871
+49      +33     +32     +1.06622e-17     +31.1967
+49      +34     +32     +2.53980e-18     +30.9284
+49      +35     +32     -4.31890e-18     +30.4902
+49      +36     +32     +1.11755e-17     +29.8950
+49      +37     +32     +3.90659e-18     +29.1591
+49      +38     +32     -4.07151e-18     +28.3012
+49      +39     +32     +2.85728e-18     +27.3412
+49      +40     +32     -6.77005e-18     +26.2988
+49      +41     +32     +3.59221e-18     +25.1930
+49      +42     +32     -8.72232e-18     +24.0412
+49      +43     +32     +3.81073e-18     +22.8588
+49      +44     +32     -4.67142e-18     +21.6592
+49      +45     +32     -2.28932e-18     +20.4536
+49      +46     +32     +1.12353e-19     +19.2510
+49      +47     +32     -2.00483e-19     +18.0585
+49      +48     +32     -4.82139e-18     +16.8817
+49      +49     +32     -9.00372e-19     +15.7244
+49      +50     +32     +6.80407e-18     +14.5894
+49      +51     +32     -3.34586e-18     +13.4783
+49      +52     +32     -3.83135e-18     +12.3918
+49      +53     +32     -1.28845e-19     +11.3299
+49      +54     +32     -1.86826e-18     +10.2920
+49      +55     +32     -2.19913e-18     +9.27728
+49      +56     +32     -8.55791e-18     +8.28420
+49      +57     +32     -5.05203e-18     +7.31117
+49      +58     +32     +1.18319e-18     +6.35632
+49      +59     +32     +1.36061e-18     +5.41764
+49      +60     +32     +9.45983e-19     +4.49297
+49      +61     +32     -2.19327e-18     +3.58009
+49      +62     +32     +3.32872e-19     +2.67671
+49      +63     +32     +2.99421e-18     +1.78048
+50      +1     +32     -4.38815e-19     +1.67017
+50      +2     +32     +1.51696e-18     +2.51040
+50      +3     +32     -2.23766e-18     +3.35675
+50      +4     +32     -2.83292e-18     +4.21121
+50      +5     +32     -8.01418e-20     +5.07571
+50      +6     +32     +9.31810e-19     +5.95208
+50      +7     +32     -6.68231e-18     +6.84207
+50      +8     +32     +2.00999e-19     +7.74726
+50      +9     +32     +7.37769e-19     +8.66907
+50      +10     +32     -1.31896e-17     +9.60869
+50      +11     +32     -3.42986e-18     +10.5670
+50      +12     +32     +1.93268e-20     +11.5445
+50      +13     +32     -1.19826e-18     +12.5413
+50      +14     +32     -1.71777e-18     +13.5570
+50      +15     +32     -2.98561e-18     +14.5903
+50      +16     +32     +2.68926e-18     +15.6392
+50      +17     +32     -1.38638e-19     +16.7010
+50      +18     +32     +1.52604e-18     +17.7714
+50      +19     +32     +6.58658e-19     +18.8453
+50      +20     +32     +8.62749e-19     +19.9160
+50      +21     +32     -3.26546e-18     +20.9751
+50      +22     +32     -1.11529e-18     +22.0128
+50      +23     +32     +3.39018e-18     +23.0176
+50      +24     +32     -1.09261e-18     +23.9764
+50      +25     +32     +2.56866e-18     +24.8749
+50      +26     +32     -3.16960e-18     +25.6976
+50      +27     +32     -4.91880e-18     +26.4289
+50      +28     +32     +7.24214e-18     +27.0532
+50      +29     +32     +1.58263e-17     +27.5561
+50      +30     +32     +6.36187e-18     +27.9251
+50      +31     +32     -2.70266e-18     +28.1506
+50      +32     +32     -2.67545e-17     +28.2264
+50      +33     +32     -2.98509e-18     +28.1506
+50      +34     +32     +8.25641e-18     +27.9251
+50      +35     +32     +1.21218e-17     +27.5561
+50      +36     +32     +1.02994e-17     +27.0532
+50      +37     +32     -1.20929e-17     +26.4289
+50      +38     +32     +1.84507e-18     +25.6976
+50      +39     +32     +1.82445e-18     +24.8749
+50      +40     +32     +1.64922e-20     +23.9764
+50      +41     +32     +2.16151e-18     +23.0176
+50      +42     +32     -2.24397e-18     +22.0128
+50      +43     +32     -2.88201e-18     +20.9751
+50      +44     +32     +3.80558e-18     +19.9160
+50      +45     +32     +1.42348e-18     +18.8453
+50      +46     +32     +1.96876e-19     +17.7714
+50      +47     +32     +1.51316e-18     +16.7010
+50      +48     +32     +2.21614e-19     +15.6392
+50      +49     +32     -7.59672e-19     +14.5903
+50      +50     +32     -1.61675e-18     +13.5570
+50      +51     +32     -1.23846e-18     +12.5413
+50      +52     +32     +1.54022e-18     +11.5445
+50      +53     +32     -2.09992e-18     +10.5670
+50      +54     +32     -1.26658e-17     +9.60869
+50      +55     +32     +1.94299e-19     +8.66907
+50      +56     +32     -1.11322e-19     +7.74726
+50      +57     +32     -6.80317e-18     +6.84207
+50      +58     +32     +1.25882e-19     +5.95208
+50      +59     +32     +4.05863e-20     +5.07571
+50      +60     +32     -2.67663e-18     +4.21121
+50      +61     +32     -1.68117e-18     +3.35675
+50      +62     +32     +1.26771e-18     +2.51040
+50      +63     +32     -6.13852e-19     +1.67017
+51      +1     +32     -5.04365e-19     +1.55884
+51      +2     +32     +8.37495e-22     +2.34263
+51      +3     +32     -2.01926e-18     +3.13162
+51      +4     +32     +4.64874e-19     +3.92749
+51      +5     +32     -1.22184e-18     +4.73181
+51      +6     +32     +1.91194e-18     +5.54610
+51      +7     +32     -6.23612e-18     +6.37174
+51      +8     +32     -1.98577e-18     +7.20996
+51      +9     +32     -1.91464e-19     +8.06182
+51      +10     +32     +4.88479e-18     +8.92811
+51      +11     +32     +2.70163e-18     +9.80935
+51      +12     +32     +3.48140e-19     +10.7057
+51      +13     +32     -5.33059e-18     +11.6169
+51      +14     +32     +4.25602e-18     +12.5420
+51      +15     +32     -8.04511e-19     +13.4798
+51      +16     +32     -2.91500e-18     +14.4280
+51      +17     +32     -3.55768e-18     +15.3837
+51      +18     +32     +9.84379e-19     +16.3428
+51      +19     +32     +4.42507e-18     +17.3005
+51      +20     +32     -2.14914e-19     +18.2505
+51      +21     +32     -3.60767e-18     +19.1855
+51      +22     +32     -5.09403e-18     +20.0967
+51      +23     +32     +8.49246e-18     +20.9743
+51      +24     +32     -5.66507e-18     +21.8074
+51      +25     +32     +1.07292e-17     +22.5840
+51      +26     +32     -3.45615e-18     +23.2917
+51      +27     +32     -4.30962e-18     +23.9179
+51      +28     +32     -1.90794e-18     +24.4502
+51      +29     +32     +7.84411e-18     +24.8776
+51      +30     +32     +4.56010e-18     +25.1903
+51      +31     +32     -1.53656e-17     +25.3811
+51      +32     +32     -4.32921e-19     +25.4452
+51      +33     +32     -1.53656e-17     +25.3811
+51      +34     +32     +4.84253e-18     +25.1903
+51      +35     +32     +3.67673e-18     +24.8776
+51      +36     +32     +9.47787e-18     +24.4502
+51      +37     +32     -1.83064e-18     +23.9179
+51      +38     +32     -1.64201e-18     +23.2917
+51      +39     +32     +9.31913e-18     +22.5840
+51      +40     +32     -3.45306e-19     +21.8074
+51      +41     +32     +7.36480e-18     +20.9743
+51      +42     +32     -2.17182e-18     +20.0967
+51      +43     +32     -6.06501e-18     +19.1855
+51      +44     +32     +1.03282e-18     +18.2505
+51      +45     +32     +5.85525e-18     +17.3005
+51      +46     +32     +9.44694e-19     +16.3428
+51      +47     +32     -2.36972e-18     +15.3837
+51      +48     +32     -3.15671e-18     +14.4280
+51      +49     +32     -1.39668e-19     +13.4798
+51      +50     +32     +4.44774e-18     +12.5420
+51      +51     +32     -5.75346e-18     +11.6169
+51      +52     +32     +2.57407e-18     +10.7057
+51      +53     +32     +1.66417e-18     +9.80935
+51      +54     +32     +5.21721e-18     +8.92811
+51      +55     +32     +5.43985e-19     +8.06182
+51      +56     +32     -3.17449e-18     +7.20996
+51      +57     +32     -6.61389e-18     +6.37174
+51      +58     +32     +2.55178e-18     +5.54610
+51      +59     +32     -3.45306e-19     +4.73181
+51      +60     +32     +4.09728e-19     +3.92749
+51      +61     +32     -1.74734e-18     +3.13162
+51      +62     +32     +8.37495e-21     +2.34263
+51      +63     +32     -2.34853e-19     +1.55884
+52      +1     +32     -9.31552e-20     +1.44682
+52      +2     +32     -2.05792e-18     +2.17393
+52      +3     +32     -1.45685e-18     +2.90541
+52      +4     +32     -3.48121e-18     +3.64265
+52      +5     +32     -1.44242e-18     +4.38696
+52      +6     +32     -4.66807e-19     +5.13955
+52      +7     +32     -9.43303e-18     +5.90151
+52      +8     +32     -4.44529e-18     +6.67377
+52      +9     +32     -2.02931e-18     +7.45708
+52      +10     +32     -5.17108e-18     +8.25194
+52      +11     +32     +1.28072e-19     +9.05857
+52      +12     +32     +9.04984e-18     +9.87685
+52      +13     +32     -3.15156e-19     +10.7062
+52      +14     +32     -4.29364e-18     +11.5458
+52      +15     +32     +9.20471e-19     +12.3938
+52      +16     +32     +3.13404e-18     +13.2482
+52      +17     +32     -8.03841e-18     +14.1059
+52      +18     +32     +3.76847e-18     +14.9633
+52      +19     +32     +2.79491e-18     +15.8157
+52      +20     +32     +7.51014e-18     +16.6575
+52      +21     +32     +7.24523e-18     +17.4821
+52      +22     +32     -5.82227e-18     +18.2822
+52      +23     +32     +5.87947e-18     +19.0491
+52      +24     +32     +3.04281e-18     +19.7738
+52      +25     +32     -5.97843e-20     +20.4464
+52      +26     +32     +9.68917e-19     +21.0566
+52      +27     +32     -2.23573e-18     +21.5945
+52      +28     +32     +5.91349e-18     +22.0502
+52      +29     +32     -8.46257e-19     +22.4150
+52      +30     +32     +1.54326e-17     +22.6813
+52      +31     +32     +6.26704e-18     +22.8435
+52      +32     +32     +2.12543e-18     +22.8980
+52      +33     +32     +6.26704e-18     +22.8435
+52      +34     +32     +1.65602e-17     +22.6813
+52      +35     +32     -9.65000e-18     +22.4150
+52      +36     +32     +6.69893e-18     +22.0502
+52      +37     +32     +3.84887e-18     +21.5945
+52      +38     +32     +2.37076e-20     +21.0566
+52      +39     +32     +2.11513e-18     +20.4464
+52      +40     +32     -5.24658e-19     +19.7738
+52      +41     +32     +6.44330e-18     +19.0491
+52      +42     +32     -6.56802e-18     +18.2822
+52      +43     +32     +7.24626e-18     +17.4821
+52      +44     +32     +1.12580e-17     +16.6575
+52      +45     +32     +1.42400e-18     +15.8157
+52      +46     +32     +1.69354e-18     +14.9633
+52      +47     +32     -6.19489e-18     +14.1059
+52      +48     +32     +2.75111e-18     +13.2482
+52      +49     +32     +1.16219e-18     +12.3938
+52      +50     +32     -5.24066e-18     +11.5458
+52      +51     +32     -5.07135e-19     +10.7062
+52      +52     +32     +8.29404e-18     +9.87685
+52      +53     +32     -1.53841e-19     +9.05857
+52      +54     +32     -4.62658e-18     +8.25194
+52      +55     +32     -1.31912e-18     +7.45708
+52      +56     +32     -4.99431e-18     +6.67377
+52      +57     +32     -1.01682e-17     +5.90151
+52      +58     +32     +6.44227e-21     +5.13955
+52      +59     +32     -1.56843e-18     +4.38696
+52      +60     +32     -3.51651e-18     +3.64265
+52      +61     +32     -1.46948e-18     +2.90541
+52      +62     +32     -1.71294e-18     +2.17393
+52      +63     +32     -2.55565e-19     +1.44682
+53      +1     +32     -3.99208e-18     +1.33442
+53      +2     +32     -6.37723e-18     +2.00472
+53      +3     +32     -3.65902e-18     +2.67867
+53      +4     +32     +2.94534e-18     +3.35740
+53      +5     +32     -1.41099e-18     +4.04198
+53      +6     +32     +2.76515e-18     +4.73337
+53      +7     +32     -8.24185e-18     +5.43242
+53      +8     +32     -4.34621e-18     +6.13980
+53      +9     +32     -3.41814e-18     +6.85602
+53      +10     +32     +3.30823e-18     +7.58134
+53      +11     +32     -3.13996e-18     +8.31578
+53      +12     +32     -1.38535e-18     +9.05901
+53      +13     +32     -5.88592e-18     +9.81033
+53      +14     +32     +1.53146e-18     +10.5686
+53      +15     +32     +1.91464e-18     +11.3323
+53      +16     +32     +2.51403e-18     +12.0991
+53      +17     +32     -1.69045e-18     +12.8662
+53      +18     +32     +4.84819e-18     +13.6302
+53      +19     +32     +8.94496e-18     +14.3868
+53      +20     +32     -3.20567e-19     +15.1311
+53      +21     +32     +7.40346e-18     +15.8574
+53      +22     +32     -7.97501e-18     +16.5590
+53      +23     +32     +6.30724e-18     +17.2289
+53      +24     +32     -4.99817e-18     +17.8593
+53      +25     +32     +3.01911e-18     +18.4422
+53      +26     +32     +9.10164e-19     +18.9691
+53      +27     +32     +4.33745e-18     +19.4320
+53      +28     +32     -5.06311e-18     +19.8230
+53      +29     +32     +4.50134e-18     +20.1353
+53      +30     +32     +8.90682e-18     +20.3628
+53      +31     +32     -1.44822e-17     +20.5012
+53      +32     +32     -3.76466e-17     +20.5476
+53      +33     +32     -1.44822e-17     +20.5012
+53      +34     +32     +1.12240e-17     +20.3628
+53      +35     +32     +1.48378e-17     +20.1353
+53      +36     +32     -2.18109e-18     +19.8230
+53      +37     +32     +9.57476e-18     +19.4320
+53      +38     +32     -1.34721e-18     +18.9691
+53      +39     +32     +1.89145e-18     +18.4422
+53      +40     +32     +1.06632e-18     +17.8593
+53      +41     +32     +4.89767e-18     +17.2289
+53      +42     +32     -4.18644e-18     +16.5590
+53      +43     +32     +6.97054e-18     +15.8574
+53      +44     +32     -3.24175e-18     +15.1311
+53      +45     +32     +9.59950e-18     +14.3868
+53      +46     +32     +6.83293e-18     +13.6302
+53      +47     +32     -5.76042e-18     +12.8662
+53      +48     +32     +2.69493e-18     +12.0991
+53      +49     +32     +3.05312e-18     +11.3323
+53      +50     +32     +1.67319e-18     +10.5686
+53      +51     +32     -4.41476e-18     +9.81033
+53      +52     +32     -1.05267e-18     +9.05901
+53      +53     +32     -2.00148e-18     +8.31578
+53      +54     +32     +1.79224e-18     +7.58134
+53      +55     +32     -3.51426e-18     +6.85602
+53      +56     +32     -4.92022e-18     +6.13980
+53      +57     +32     -8.50354e-18     +5.43242
+53      +58     +32     +3.19318e-18     +4.73337
+53      +59     +32     -1.00809e-18     +4.04198
+53      +60     +32     +3.24246e-18     +3.35740
+53      +61     +32     -3.77736e-18     +2.67867
+53      +62     +32     -6.36467e-18     +2.00472
+53      +63     +32     -4.09287e-18     +1.33442
+54      +1     +32     -2.41408e-18     +1.22187
+54      +2     +32     -7.59486e-18     +1.83536
+54      +3     +32     -3.59105e-18     +2.45187
+54      +4     +32     +9.39476e-19     +3.07231
+54      +5     +32     -8.99663e-19     +3.69754
+54      +6     +32     +1.20561e-18     +4.32831
+54      +7     +32     -3.65470e-18     +4.96526
+54      +8     +32     -3.25592e-18     +5.60888
+54      +9     +32     -3.43991e-18     +6.25947
+54      +10     +32     +4.85489e-19     +6.91712
+54      +11     +32     -4.69203e-18     +7.58168
+54      +12     +32     -1.90150e-18     +8.25270
+54      +13     +32     -2.86423e-18     +8.92940
+54      +14     +32     +1.40596e-18     +9.61058
+54      +15     +32     +4.65493e-18     +10.2947
+54      +16     +32     +5.17881e-18     +10.9795
+54      +17     +32     -5.33111e-18     +11.6626
+54      +18     +32     -1.22609e-18     +12.3406
+54      +19     +32     +3.64581e-18     +13.0098
+54      +20     +32     -7.99048e-18     +13.6658
+54      +21     +32     +2.00896e-18     +14.3035
+54      +22     +32     -7.82607e-18     +14.9175
+54      +23     +32     +6.07996e-18     +15.5016
+54      +24     +32     -5.70218e-18     +16.0494
+54      +25     +32     +1.36267e-18     +16.5542
+54      +26     +32     +4.87602e-18     +17.0091
+54      +27     +32     -4.49825e-18     +17.4076
+54      +28     +32     +1.92340e-18     +17.7434
+54      +29     +32     -5.32698e-18     +18.0109
+54      +30     +32     -1.38741e-18     +18.2056
+54      +31     +32     +2.11884e-17     +18.3239
+54      +32     +32     -1.28206e-17     +18.3635
+54      +33     +32     +2.11884e-17     +18.3239
+54      +34     +32     -1.10601e-18     +18.2056
+54      +35     +32     -1.08900e-17     +18.0109
+54      +36     +32     +7.26173e-18     +17.7434
+54      +37     +32     -1.33638e-18     +17.4076
+54      +38     +32     +3.72827e-18     +17.0091
+54      +39     +32     +2.31046e-18     +16.5542
+54      +40     +32     -4.37353e-18     +16.0494
+54      +41     +32     +5.47593e-18     +15.5016
+54      +42     +32     -8.28940e-18     +14.9175
+54      +43     +32     +1.81775e-18     +14.3035
+54      +44     +32     -6.23663e-18     +13.6658
+54      +45     +32     +4.31117e-18     +13.0098
+54      +46     +32     -1.69973e-18     +12.3406
+54      +47     +32     -5.52180e-18     +11.6626
+54      +48     +32     +4.88659e-18     +10.9795
+54      +49     +32     +5.03760e-18     +10.2947
+54      +50     +32     +1.76518e-19     +9.61058
+54      +51     +32     -4.70801e-18     +8.92940
+54      +52     +32     -6.92673e-19     +8.25270
+54      +53     +32     -4.57118e-18     +7.58168
+54      +54     +32     +2.94541e-19     +6.91712
+54      +55     +32     -3.08739e-18     +6.25947
+54      +56     +32     -4.37391e-18     +5.60888
+54      +57     +32     -3.89139e-18     +4.96526
+54      +58     +32     +1.63363e-18     +4.32831
+54      +59     +32     -6.72959e-19     +3.69754
+54      +60     +32     +8.81560e-19     +3.07231
+54      +61     +32     -3.57849e-18     +2.45187
+54      +62     +32     -7.74219e-18     +1.83536
+54      +63     +32     -2.25792e-18     +1.22187
+55      +1     +32     -4.35948e-18     +1.10936
+55      +2     +32     -1.54112e-18     +1.66613
+55      +3     +32     -1.76454e-18     +2.22536
+55      +4     +32     -1.94898e-18     +2.78781
+55      +5     +32     -2.53265e-18     +3.35413
+55      +6     +32     +2.63302e-18     +3.92491
+55      +7     +32     -8.45329e-18     +4.50062
+55      +8     +32     +1.33136e-18     +5.08158
+55      +9     +32     +2.20880e-18     +5.66796
+55      +10     +32     -7.16587e-18     +6.25972
+55      +11     +32     +4.29184e-18     +6.85660
+55      +12     +32     +1.39153e-19     +7.45807
+55      +13     +32     -7.35372e-18     +8.06331
+55      +14     +32     +1.25238e-19     +8.67113
+55      +15     +32     +3.84784e-18     +9.28000
+55      +16     +32     +4.22201e-18     +9.88796
+55      +17     +32     -3.31828e-18     +10.4926
+55      +18     +32     +5.02368e-18     +11.0911
+55      +19     +32     +1.90897e-18     +11.6800
+55      +20     +32     -4.18490e-18     +12.2555
+55      +21     +32     +4.14624e-18     +12.8132
+55      +22     +32     -9.40726e-18     +13.3485
+55      +23     +32     +4.79769e-18     +13.8562
+55      +24     +32     -4.68276e-18     +14.3309
+55      +25     +32     +4.53845e-18     +14.7670
+55      +26     +32     +1.64407e-18     +15.1591
+55      +27     +32     +4.89149e-18     +15.5016
+55      +28     +32     -4.10244e-19     +15.7897
+55      +29     +32     -4.68688e-18     +16.0188
+55      +30     +32     +1.20795e-17     +16.1852
+55      +31     +32     -1.04746e-17     +16.2863
+55      +32     +32     -6.06547e-17     +16.3201
+55      +33     +32     -1.04746e-17     +16.2863
+55      +34     +32     +1.27851e-17     +16.1852
+55      +35     +32     +1.08091e-17     +16.0188
+55      +36     +32     +1.01169e-18     +15.7897
+55      +37     +32     +1.12157e-17     +15.5016
+55      +38     +32     -4.26014e-18     +15.1591
+55      +39     +32     +4.43744e-18     +14.7670
+55      +40     +32     -3.19330e-18     +14.3309
+55      +41     +32     +5.03992e-18     +13.8562
+55      +42     +32     -7.27203e-18     +13.3485
+55      +43     +32     +3.38090e-18     +12.8132
+55      +44     +32     -6.21086e-18     +12.2555
+55      +45     +32     +1.66726e-18     +11.6800
+55      +46     +32     +5.67873e-18     +11.0911
+55      +47     +32     -4.59746e-18     +10.4926
+55      +48     +32     +4.03054e-18     +9.88796
+55      +49     +32     +4.60287e-18     +9.28000
+55      +50     +32     +5.99131e-19     +8.67113
+55      +51     +32     -6.05367e-18     +8.06331
+55      +52     +32     +6.88292e-19     +7.45807
+55      +53     +32     +5.14802e-18     +6.85660
+55      +54     +32     -8.25384e-18     +6.25972
+55      +55     +32     +2.46546e-18     +5.66796
+55      +56     +32     +3.34354e-19     +5.08158
+55      +57     +32     -8.25177e-18     +4.50062
+55      +58     +32     +3.09622e-18     +3.92491
+55      +59     +32     -2.91036e-18     +3.35413
+55      +60     +32     -1.66442e-18     +2.78781
+55      +61     +32     -1.54544e-18     +2.22536
+55      +62     +32     -1.44536e-18     +1.66613
+55      +63     +32     -4.47783e-18     +1.10936
+56      +1     +32     -4.11690e-18     +0.997019
+56      +2     +32     -1.73017e-18     +1.49723
+56      +3     +32     -5.71880e-19     +1.99943
+56      +4     +32     +2.41559e-18     +2.50421
+56      +5     +32     -1.73619e-18     +3.01210
+56      +6     +32     +1.99910e-18     +3.52353
+56      +7     +32     -3.71223e-18     +4.03884
+56      +8     +32     -2.13213e-18     +4.55824
+56      +9     +32     +8.77991e-18     +5.08177
+56      +10     +32     -6.77714e-18     +5.60932
+56      +11     +32     +4.16377e-18     +6.14055
+56      +12     +32     -4.92512e-18     +6.67491
+56      +13     +32     -6.74583e-18     +7.21156
+56      +14     +32     +3.43038e-18     +7.74938
+56      +15     +32     +1.64896e-18     +8.28693
+56      +16     +32     +4.01018e-18     +8.82242
+56      +17     +32     -3.64813e-18     +9.35367
+56      +18     +32     +7.25915e-19     +9.87814
+56      +19     +32     +6.04465e-18     +10.3929
+56      +20     +32     -1.06900e-17     +10.8945
+56      +21     +32     +2.62097e-18     +11.3794
+56      +22     +32     -5.92792e-18     +11.8435
+56      +23     +32     +2.65679e-18     +12.2825
+56      +24     +32     +9.32841e-19     +12.6919
+56      +25     +32     +7.36996e-20     +13.0671
+56      +26     +32     +1.52244e-18     +13.4036
+56      +27     +32     -1.11941e-17     +13.6971
+56      +28     +32     +5.40171e-18     +13.9434
+56      +29     +32     +6.32064e-18     +14.1390
+56      +30     +32     +6.70563e-18     +14.2809
+56      +31     +32     -5.37234e-18     +14.3670
+56      +32     +32     -3.35147e-17     +14.3958
+56      +33     +32     -5.37234e-18     +14.3670
+56      +34     +32     +7.41016e-18     +14.2809
+56      +35     +32     +2.33983e-19     +14.1390
+56      +36     +32     +2.71245e-18     +13.9434
+56      +37     +32     +4.30859e-19     +13.6971
+56      +38     +32     +2.94798e-19     +13.4036
+56      +39     +32     -9.12741e-19     +13.0671
+56      +40     +32     +4.46939e-18     +12.6919
+56      +41     +32     +1.29773e-18     +12.2825
+56      +42     +32     -2.56351e-18     +11.8435
+56      +43     +32     +1.91645e-18     +11.3794
+56      +44     +32     -6.94271e-18     +10.8945
+56      +45     +32     +5.19840e-18     +10.3929
+56      +46     +32     -1.71107e-19     +9.87814
+56      +47     +32     -3.98081e-18     +9.35367
+56      +48     +32     +5.09841e-18     +8.82242
+56      +49     +32     +2.03163e-18     +8.28693
+56      +50     +32     +1.67757e-18     +7.74938
+56      +51     +32     -7.17411e-18     +7.21156
+56      +52     +32     -5.27802e-18     +6.67491
+56      +53     +32     +4.02268e-18     +6.14055
+56      +54     +32     -5.68904e-18     +5.60932
+56      +55     +32     +8.87564e-18     +5.08177
+56      +56     +32     -2.63077e-18     +4.55824
+56      +57     +32     -3.45029e-18     +4.03884
+56      +58     +32     +2.48523e-18     +3.52353
+56      +59     +32     -1.72112e-18     +3.01210
+56      +60     +32     +2.39285e-18     +2.50421
+56      +61     +32     -6.42455e-19     +1.99943
+56      +62     +32     -1.77678e-18     +1.49723
+56      +63     +32     -4.17166e-18     +0.997019
+57      +1     +32     -2.24073e-18     +0.884958
+57      +2     +32     -5.53971e-19     +1.32880
+57      +3     +32     -1.37790e-18     +1.77423
+57      +4     +32     +2.93619e-18     +2.22172
+57      +5     +32     +9.16091e-19     +2.67166
+57      +6     +32     +3.04533e-18     +3.12439
+57      +7     +32     -2.71368e-18     +3.58012
+57      +8     +32     +3.07625e-18     +4.03898
+57      +9     +32     +2.73165e-18     +4.50094
+57      +10     +32     -5.92083e-18     +4.96582
+57      +11     +32     +6.02713e-18     +5.43327
+57      +12     +32     +5.47709e-18     +5.90271
+57      +13     +32     -5.14493e-18     +6.37336
+57      +14     +32     +3.34624e-18     +6.84416
+57      +15     +32     +4.05605e-19     +7.31381
+57      +16     +32     -1.48971e-18     +7.78069
+57      +17     +32     +7.15169e-18     +8.24288
+57      +18     +32     -1.56650e-18     +8.69815
+57      +19     +32     +6.13897e-18     +9.14395
+57      +20     +32     -3.42909e-18     +9.57741
+57      +21     +32     +1.83862e-18     +9.99540
+57      +22     +32     -1.83965e-18     +10.3945
+57      +23     +32     +7.04398e-18     +10.7712
+57      +24     +32     -5.02832e-18     +11.1217
+57      +25     +32     +5.10022e-18     +11.4423
+57      +26     +32     -3.87670e-18     +11.7292
+57      +27     +32     +6.55668e-18     +11.9790
+57      +28     +32     -2.54702e-18     +12.1883
+57      +29     +32     +5.23679e-18     +12.3543
+57      +30     +32     +6.52525e-18     +12.4747
+57      +31     +32     +3.16754e-18     +12.5476
+57      +32     +32     -2.89320e-17     +12.5721
+57      +33     +32     +3.16754e-18     +12.5476
+57      +34     +32     +5.96193e-18     +12.4747
+57      +35     +32     +8.41154e-18     +12.3543
+57      +36     +32     -5.11774e-19     +12.1883
+57      +37     +32     +2.41456e-18     +11.9790
+57      +38     +32     +4.34982e-19     +11.7292
+57      +39     +32     +4.11326e-18     +11.4423
+57      +40     +32     -3.73007e-18     +11.1217
+57      +41     +32     +6.90302e-18     +10.7712
+57      +42     +32     -3.36106e-18     +10.3945
+57      +43     +32     +7.00146e-19     +9.99540
+57      +44     +32     -1.89867e-18     +9.57741
+57      +45     +32     +6.33095e-18     +9.14395
+57      +46     +32     -9.01918e-19     +8.69815
+57      +47     +32     +7.22230e-18     +8.24288
+57      +48     +32     -2.22516e-18     +7.78069
+57      +49     +32     +1.54408e-18     +7.31381
+57      +50     +32     +3.74979e-18     +6.84416
+57      +51     +32     -5.19015e-18     +6.37336
+57      +52     +32     +6.42384e-18     +5.90271
+57      +53     +32     +6.12299e-18     +5.43327
+57      +54     +32     -5.96619e-18     +4.96582
+57      +55     +32     +2.68127e-18     +4.50094
+57      +56     +32     +3.14686e-18     +4.03898
+57      +57     +32     -2.93542e-18     +3.58012
+57      +58     +32     +2.48878e-18     +3.12439
+57      +59     +32     +2.10231e-18     +2.67166
+57      +60     +32     +3.09242e-18     +2.22172
+57      +61     +32     -1.20032e-18     +1.77423
+57      +62     +32     -4.14141e-19     +1.32880
+57      +63     +32     -2.05682e-18     +0.884958
+58      +1     +32     -3.09240e-18     +0.773237
+58      +2     +32     +2.07921e-18     +1.16093
+58      +3     +32     -5.76261e-20     +1.54988
+58      +4     +32     -1.15639e-18     +1.94045
+58      +5     +32     +1.61224e-18     +2.33293
+58      +6     +32     +1.68961e-18     +2.72755
+58      +7     +32     -4.36097e-18     +3.12448
+58      +8     +32     -3.17288e-18     +3.52376
+58      +9     +32     +2.84851e-18     +3.92531
+58      +10     +32     -8.41927e-18     +4.32893
+58      +11     +32     +1.63994e-18     +4.73425
+58      +12     +32     -2.16821e-18     +5.14075
+58      +13     +32     -7.12579e-18     +5.54767
+58      +14     +32     +2.71851e-18     +5.95408
+58      +15     +32     +3.81795e-18     +6.35880
+58      +16     +32     +2.45038e-18     +6.76041
+58      +17     +32     +1.47322e-18     +7.15725
+58      +18     +32     -2.98019e-18     +7.54740
+58      +19     +32     +3.45486e-18     +7.92868
+58      +20     +32     +2.46842e-18     +8.29867
+58      +21     +32     -6.48092e-19     +8.65473
+58      +22     +32     +2.70550e-18     +8.99404
+58      +23     +32     +5.25432e-18     +9.31365
+58      +24     +32     -5.34270e-18     +9.61049
+58      +25     +32     -9.65825e-19     +9.88150
+58      +26     +32     +2.00200e-18     +10.1237
+58      +27     +32     -3.00493e-18     +10.3342
+58      +28     +32     +2.42848e-18     +10.5104
+58      +29     +32     +7.75134e-18     +10.6500
+58      +30     +32     +1.72395e-19     +10.7511
+58      +31     +32     +8.52441e-19     +10.8123
+58      +32     +32     +4.10842e-17     +10.8329
+58      +33     +32     +5.70527e-19     +10.8123
+58      +34     +32     +2.91345e-18     +10.7511
+58      +35     +32     +2.67380e-18     +10.6500
+58      +36     +32     +3.95968e-18     +10.5104
