   indexX       indexY         intexZ      phi   
+40      +56     +32     -5.13165e-18     +12.6811
+40      +57     +32     +6.45000e-19     +11.1121
+40      +58     +32     +4.08878e-18     +9.60201
+40      +59     +32     +3.75404e-18     +8.14199
+40      +60     +32     -2.78796e-18     +6.72368
+40      +61     +32     -6.86746e-19     +5.33932
+40      +62     +32     +8.42262e-19     +3.98162
+40      +63     +32     -1.84088e-18     +2.64360
+41      +1     +32     -2.34653e-18     +2.56667
+41      +2     +32     +2.83073e-18     +3.86502
+41      +3     +32     +1.58995e-19     +5.18157
+41      +4     +32     +5.19505e-19     +6.52272
+41      +5     +32     +2.94334e-18     +7.89515
+41      +6     +32     +3.19279e-19     +9.30588
+41      +7     +32     +9.93656e-19     +10.7624
+41      +8     +32     -1.00860e-18     +12.2727
+41      +9     +32     +6.69481e-18     +13.8455
+41      +10     +32     -7.51993e-18     +15.4901
+41      +11     +32     +4.85747e-18     +17.2166
+41      +12     +32     -6.41135e-19     +19.0361
+41      +13     +32     +7.93688e-19     +20.9608
+41      +14     +32     +8.09561e-18     +23.0036
+41      +15     +32     -1.68117e-18     +25.1788
+41      +16     +32     -3.95813e-19     +27.5015
+41      +17     +32     +6.88344e-18     +29.9877
+41      +18     +32     -2.94798e-19     +32.6537
+41      +19     +32     +3.03044e-19     +35.5154
+41      +20     +32     -3.87979e-18     +38.5874
+41      +21     +32     -1.46781e-18     +41.8806
+41      +22     +32     -7.56992e-18     +45.3999
+41      +23     +32     +2.28417e-18     +49.1395
+41      +24     +32     -5.68981e-18     +53.0774
+41      +25     +32     +1.59974e-18     +57.1672
+41      +26     +32     -2.72121e-18     +61.3294
+41      +27     +32     +1.05550e-18     +65.4408
+41      +28     +32     +1.05550e-17     +69.3280
+41      +29     +32     -3.19949e-18     +72.7671
+41      +30     +32     +7.48746e-18     +75.5000
+41      +31     +32     +1.53378e-17     +77.2715
+41      +32     +32     -3.03127e-17     +77.8867
+41      +33     +32     +1.53378e-17     +77.2715
+41      +34     +32     +8.62543e-18     +75.5000
+41      +35     +32     -1.41668e-17     +72.7671
+41      +36     +32     +1.50574e-17     +69.3280
+41      +37     +32     -6.50618e-18     +65.4408
+41      +38     +32     -5.94544e-18     +61.3294
+41      +39     +32     +7.07516e-18     +57.1672
+41      +40     +32     -1.20888e-17     +53.0774
+41      +41     +32     +2.28005e-18     +49.1395
+41      +42     +32     -1.12147e-18     +45.3999
+41      +43     +32     -2.59340e-18     +41.8806
+41      +44     +32     -1.22249e-18     +38.5874
+41      +45     +32     -1.95639e-18     +35.5154
+41      +46     +32     -3.80145e-18     +32.6537
+41      +47     +32     +8.01315e-18     +29.9877
+41      +48     +32     -1.06169e-18     +27.5015
+41      +49     +32     +6.94734e-19     +25.1788
+41      +50     +32     +5.92070e-18     +23.0036
+41      +51     +32     +4.08182e-19     +20.9608
+41      +52     +32     -8.23580e-19     +19.0361
+41      +53     +32     +4.15140e-18     +17.2166
+41      +54     +32     -6.57266e-18     +15.4901
+41      +55     +32     +6.69378e-18     +13.8455
+41      +56     +32     -1.86517e-18     +12.2727
+41      +57     +32     +1.04416e-18     +10.7624
+41      +58     +32     +1.52759e-18     +9.30588
+41      +59     +32     +3.18480e-18     +7.89515
+41      +60     +32     +5.44758e-19     +6.52272
+41      +61     +32     +5.28266e-20     +5.18157
+41      +62     +32     +2.68952e-18     +3.86502
+41      +63     +32     -2.45985e-18     +2.56667
+42      +1     +32     -3.98686e-18     +2.48340
+42      +2     +32     -1.15922e-18     +3.73888
+42      +3     +32     -8.20745e-20     +5.01105
+42      +4     +32     -1.44345e-18     +6.30572
+42      +5     +32     +8.64810e-19     +7.62893
+42      +6     +32     +6.20262e-19     +8.98701
+42      +7     +32     -2.55990e-18     +10.3866
+42      +8     +32     -4.74151e-18     +11.8348
+42      +9     +32     +6.61750e-18     +13.3390
+42      +10     +32     +1.98216e-18     +14.9073
+42      +11     +32     +2.46095e-18     +16.5482
+42      +12     +32     +2.01514e-19     +18.2709
+42      +13     +32     -2.50991e-18     +20.0850
+42      +14     +32     -6.83396e-19     +22.0010
+42      +15     +32     -2.83563e-18     +24.0294
+42      +16     +32     -2.51609e-18     +26.1814
+42      +17     +32     +7.01331e-18     +28.4678
+42      +18     +32     +3.28813e-18     +30.8990
+42      +19     +32     +9.58610e-19     +33.4838
+42      +20     +32     -6.14335e-19     +36.2286
+42      +21     +32     +1.75230e-18     +39.1353
+42      +22     +32     -3.86330e-18     +42.1989
+42      +23     +32     -5.43831e-18     +45.4043
+42      +24     +32     -4.72914e-18     +48.7219
+42      +25     +32     -2.89851e-18     +52.1029
+42      +26     +32     -1.10415e-17     +55.4738
+42      +27     +32     -1.25258e-17     +58.7321
+42      +28     +32     +1.40431e-17     +61.7448
+42      +29     +32     -1.16435e-17     +64.3530
+42      +30     +32     +5.07135e-18     +66.3855
+42      +31     +32     -1.01015e-17     +67.6830
+42      +32     +32     -1.23856e-17     +68.1297
+42      +33     +32     -1.01015e-17     +67.6830
+42      +34     +32     +7.41325e-18     +66.3855
+42      +35     +32     +4.47764e-18     +64.3530
+42      +36     +32     +4.61782e-18     +61.7448
+42      +37     +32     +1.49255e-18     +58.7321
+42      +38     +32     -1.25258e-17     +55.4738
+42      +39     +32     -4.02822e-18     +52.1029
+42      +40     +32     -2.06977e-18     +48.7219
+42      +41     +32     -2.21408e-18     +45.4043
+42      +42     +32     -1.76467e-18     +42.1989
+42      +43     +32     +1.55439e-18     +39.1353
+42      +44     +32     -3.63653e-18     +36.2286
+42      +45     +32     +1.04107e-18     +33.4838
+42      +46     +32     +3.37060e-18     +30.8990
+42      +47     +32     +3.60767e-18     +28.4678
+42      +48     +32     -2.61711e-18     +26.1814
+42      +49     +32     -7.62765e-20     +24.0294
+42      +50     +32     -2.99952e-19     +22.0010
+42      +51     +32     -2.33983e-19     +20.0850
+42      +52     +32     +1.63221e-18     +18.2709
+42      +53     +32     +4.59514e-18     +16.5482
+42      +54     +32     -8.59656e-19     +14.9073
+42      +55     +32     +7.70547e-18     +13.3390
+42      +56     +32     -5.83979e-18     +11.8348
+42      +57     +32     -3.03302e-18     +10.3866
+42      +58     +32     +1.82857e-18     +8.98701
+42      +59     +32     -3.64117e-19     +7.62893
+42      +60     +32     -8.03995e-19     +6.30572
+42      +61     +32     +2.85779e-19     +5.01105
+42      +62     +32     -1.00564e-18     +3.73888
+42      +63     +32     -3.88611e-18     +2.48340
+43      +1     +32     +1.08990e-18     +2.39450
+43      +2     +32     -1.83592e-18     +3.60429
+43      +3     +32     +5.87020e-19     +4.82925
+43      +4     +32     -6.77469e-19     +6.07462
+43      +5     +32     -1.98654e-18     +7.34581
+43      +6     +32     -1.07380e-18     +8.64843
+43      +7     +32     -3.44764e-18     +9.98834
+43      +8     +32     +4.38796e-18     +11.3717
+43      +9     +32     +7.77711e-19     +12.8048
+43      +10     +32     -3.56799e-18     +14.2946
+43      +11     +32     +5.11155e-18     +15.8480
+43      +12     +32     +3.21598e-19     +17.4725
+43      +13     +32     -3.39533e-18     +19.1757
+43      +14     +32     +9.33047e-18     +20.9654
+43      +15     +32     +3.18506e-19     +22.8494
+43      +16     +32     +1.44410e-18     +24.8353
+43      +17     +32     +3.88495e-18     +26.9300
+43      +18     +32     -6.28766e-19     +29.1392
+43      +19     +32     -1.11858e-17     +31.4667
+43      +20     +32     +2.05328e-18     +33.9129
+43      +21     +32     +6.64018e-18     +36.4738
+43      +22     +32     -3.01807e-18     +39.1388
+43      +23     +32     -6.95971e-18     +41.8884
+43      +24     +32     -4.21788e-18     +44.6909
+43      +25     +32     +1.19981e-18     +47.5002
+43      +26     +32     -1.49255e-18     +50.2526
+43      +27     +32     -9.68917e-18     +52.8655
+43      +28     +32     +1.17260e-17     +55.2384
+43      +29     +32     -1.28309e-17     +57.2581
+43      +30     +32     -1.65747e-18     +58.8087
+43      +31     +32     +2.46806e-17     +59.7875
+43      +32     +32     -6.06913e-17     +60.1225
+43      +33     +32     +2.46806e-17     +59.7875
+43      +34     +32     -3.34792e-18     +58.8087
+43      +35     +32     -3.72724e-18     +57.2581
+43      +36     +32     +1.47523e-17     +55.2384
+43      +37     +32     -1.21383e-17     +52.8655
+43      +38     +32     -4.14779e-18     +50.2526
+43      +39     +32     +4.22613e-18     +47.5002
+43      +40     +32     -3.45099e-18     +44.6909
+43      +41     +32     -8.08943e-18     +41.8884
+43      +42     +32     -2.25119e-18     +39.1388
+43      +43     +32     +2.85315e-18     +36.4738
+43      +44     +32     +3.94576e-18     +33.9129
+43      +45     +32     -1.09034e-17     +31.4667
+43      +46     +32     -6.28766e-19     +29.1392
+43      +47     +32     +6.16293e-18     +26.9300
+43      +48     +32     +6.79273e-19     +24.8353
+43      +49     +32     +6.99888e-19     +22.8494
+43      +50     +32     +8.10077e-18     +20.9654
+43      +51     +32     -5.47026e-18     +19.1757
+43      +52     +32     +2.03370e-18     +17.4725
+43      +53     +32     +5.82690e-18     +15.8480
+43      +54     +32     -3.80919e-18     +14.2946
+43      +55     +32     +1.72395e-18     +12.8048
+43      +56     +32     +2.39369e-18     +11.3717
+43      +57     +32     -3.63911e-18     +9.98834
+43      +58     +32     -8.82591e-19     +8.64843
+43      +59     +32     -1.32118e-18     +7.34581
+43      +60     +32     -6.97698e-19     +6.07462
+43      +61     +32     +6.12016e-19     +4.82925
+43      +62     +32     -2.22645e-18     +3.60429
+43      +63     +32     +1.19562e-18     +2.39450
+44      +1     +32     +4.11191e-18     +2.30068
+44      +2     +32     +4.05090e-19     +3.46233
+44      +3     +32     -5.71133e-18     +4.63766
+44      +4     +32     -1.33883e-18     +5.83133
+44      +5     +32     +1.48250e-18     +7.04817
+44      +6     +32     -4.25009e-18     +8.29309
+44      +7     +32     -4.92576e-18     +9.57119
+44      +8     +32     -6.44175e-18     +10.8877
+44      +9     +32     +9.98294e-19     +12.2482
+44      +10     +32     -1.52429e-17     +13.6581
+44      +11     +32     +6.54792e-18     +15.1232
+44      +12     +32     +3.97256e-18     +16.6494
+44      +13     +32     -5.20175e-18     +18.2425
+44      +14     +32     -2.25943e-18     +19.9082
+44      +15     +32     -4.59720e-19     +21.6519
+44      +16     +32     -7.97398e-18     +23.4784
+44      +17     +32     +7.58745e-18     +25.3916
+44      +18     +32     +7.66063e-18     +27.3936
+44      +19     +32     -1.58531e-18     +29.4845
+44      +20     +32     +3.35616e-18     +31.6611
+44      +21     +32     -5.33935e-18     +33.9157
+44      +22     +32     +2.48826e-18     +36.2349
+44      +23     +32     -7.17823e-18     +38.5976
+44      +24     +32     +1.70694e-18     +40.9735
+44      +25     +32     +1.27815e-19     +43.3213
+44      +26     +32     -1.09343e-17     +45.5877
+44      +27     +32     -8.98825e-19     +47.7072
+44      +28     +32     +1.41998e-17     +49.6040
+44      +29     +32     +8.76973e-18     +51.1969
+44      +30     +32     +1.25877e-17     +52.4059
+44      +31     +32     -5.40944e-18     +53.1626
+44      +32     +32     +1.97164e-17     +53.4204
+44      +33     +32     -5.40944e-18     +53.1626
+44      +34     +32     +1.75436e-17     +52.4059
+44      +35     +32     +2.36251e-18     +51.1969
+44      +36     +32     +9.84585e-18     +49.6040
+44      +37     +32     +9.93656e-19     +47.7072
+44      +38     +32     -1.01592e-17     +45.5877
+44      +39     +32     -4.41167e-19     +43.3213
+44      +40     +32     -5.48366e-19     +40.9735
+44      +41     +32     -2.82841e-18     +38.5976
+44      +42     +32     +1.16064e-18     +36.2349
+44      +43     +32     -4.12718e-18     +33.9157
+44      +44     +32     +4.50443e-18     +31.6611
+44      +45     +32     -1.02046e-18     +29.4845
+44      +46     +32     +9.27275e-18     +27.3936
+44      +47     +32     +4.46527e-18     +25.3916
+44      +48     +32     -8.83982e-18     +23.4784
+44      +49     +32     +2.37076e-20     +21.6519
+44      +50     +32     -2.15945e-18     +19.9082
+44      +51     +32     -2.92427e-18     +18.2425
+44      +52     +32     +4.49773e-18     +16.6494
+44      +53     +32     +8.54296e-18     +15.1232
+44      +54     +32     -1.78930e-17     +13.6581
+44      +55     +32     +1.70334e-18     +12.2482
+44      +56     +32     -7.34805e-18     +10.8877
+44      +57     +32     -5.78232e-18     +9.57119
+44      +58     +32     -4.41141e-18     +8.29309
+44      +59     +32     +2.21820e-18     +7.04817
+44      +60     +32     -9.81286e-19     +5.83133
+44      +61     +32     -5.27300e-18     +4.63766
+44      +62     +32     +6.79659e-19     +3.46233
+44      +63     +32     +3.87515e-18     +2.30068
+45      +1     +32     +9.36642e-19     +2.20262
+45      +2     +32     -7.84475e-19     +3.31406
+45      +3     +32     +2.41199e-19     +4.43771
+45      +4     +32     +4.54605e-18     +5.57772
+45      +5     +32     +3.10930e-18     +6.73832
+45      +6     +32     +2.93175e-18     +7.92380
+45      +7     +32     -4.28179e-18     +9.13854
+45      +8     +32     +6.21035e-20     +10.3870
+45      +9     +32     +8.76149e-19     +11.6737
+45      +10     +32     -7.18030e-18     +13.0033
+45      +11     +32     +3.16393e-18     +14.3802
+45      +12     +32     +4.39672e-18     +15.8090
+45      +13     +32     -4.22716e-18     +17.2941
+45      +14     +32     -2.24191e-18     +18.8393
+45      +15     +32     -3.57366e-18     +20.4481
+45      +16     +32     -7.19782e-18     +22.1233
+45      +17     +32     -1.67911e-18     +23.8662
+45      +18     +32     -3.90968e-18     +25.6765
+45      +19     +32     +2.37076e-19     +27.5520
+45      +20     +32     -1.82651e-18     +29.4869
+45      +21     +32     -2.72946e-18     +31.4717
+45      +22     +32     -1.11838e-17     +33.4921
+45      +23     +32     -4.76213e-19     +35.5274
+45      +24     +32     -3.04487e-18     +37.5499
+45      +25     +32     -7.34316e-18     +39.5238
+45      +26     +32     -2.34602e-18     +41.4054
+45      +27     +32     -5.97430e-18     +43.1432
+45      +28     +32     +1.51728e-18     +44.6799
+45      +29     +32     -8.79035e-18     +45.9566
+45      +30     +32     +1.53914e-17     +46.9169
+45      +31     +32     -1.99968e-18     +47.5140
+45      +32     +32     +1.96670e-18     +47.7168
+45      +33     +32     -1.99968e-18     +47.5140
+45      +34     +32     +1.59521e-17     +46.9169
+45      +35     +32     -1.37091e-17     +45.9566
+45      +36     +32     +1.51770e-17     +44.6799
+45      +37     +32     -8.62543e-18     +43.1432
+45      +38     +32     -8.03171e-18     +41.4054
+45      +39     +32     -2.43260e-18     +39.5238
