  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        1.99686      0.0350004      0.0637281      0.0664659        0.21968        99.2616        40.1998        43.4108        2.33448       0.200053       0.200623      0.0291387       0.921626         1.7542        1.90274        143.111        0.47377       0.737823        -1.1458          10000          10000
         2.0128      0.0350004      0.0634816       0.066033       0.219709        99.2744         39.567         44.353        2.35136       0.200144       0.200723      0.0291881        0.92319        1.73986         1.8771        142.906       0.419503       0.767881       -1.15719          10000          10000
        2.02873      0.0350004      0.0632651       0.065581       0.219737        99.2874        39.0135         45.302        2.36839       0.200259       0.200854      0.0292384        0.92478        1.72703        1.85029        142.698       0.366371       0.796019       -1.16857          10000          10000
        2.04467      0.0350004      0.0630783      0.0651103       0.219766        99.3005        38.5371        46.2564        2.38558        0.20039       0.201027      0.0292895       0.926396        1.71573        1.82226        142.487        0.31424       0.822168       -1.17996          10000          10000
         2.0606      0.0350004      0.0629206      0.0646222       0.219796        99.3138        38.1489         47.193        2.40292       0.200553       0.201233      0.0293414       0.928038        1.70577         1.7932        142.273       0.263821        0.84554       -1.19134          10000          10000
        2.07654      0.0350004      0.0627907      0.0641181       0.219825        99.3272        37.8519        48.0859        2.42042       0.200753       0.201468      0.0293941       0.929706        1.69705        1.76329        142.057       0.215853       0.865288       -1.20271          10000          10000
        2.09247      0.0350004      0.0626869      0.0636001       0.219855        99.3407        37.6364        48.9124        2.43806       0.200953       0.201711      0.0294477         0.9314        1.68977        1.73283        141.837       0.171008       0.880886       -1.21408          10000          10000
        2.10841      0.0350004       0.062607      0.0630708       0.219886        99.3544        37.4986        49.6446        2.45585       0.201167       0.201953      0.0295021        0.93312        1.68368        1.70207        141.616       0.130215       0.891573       -1.22543          10000          10000
        2.12434      0.0350004      0.0625485      0.0625331       0.219916        99.3683        37.4214        50.2619        2.47378       0.201372       0.202184      0.0295573       0.934866        1.67883        1.67126        141.391      0.0939891       0.896914       -1.23677          10000          10000
        2.14027      0.0350004      0.0625084      0.0619903       0.219947        99.3823        37.3888        50.7434        2.49186       0.201556       0.202382      0.0296133       0.936637        1.67516        1.64078        141.164      0.0629607         0.8966        -1.2481          10000          10000
        2.15621      0.0350004      0.0624832       0.061446       0.219979        99.3964        37.3822        51.0685        2.51008       0.201695       0.202523      0.0296701       0.938433        1.67266        1.61097        140.935      0.0377706       0.890309       -1.25942          10000          10000
        2.17214      0.0350004      0.0624692      0.0609043        0.22001        99.4107        37.3854        51.2249        2.52844       0.201775       0.202603      0.0297277       0.940256        1.67126        1.58208        140.703      0.0189888       0.877844       -1.27072          10000          10000
        2.18808      0.0350004      0.0624623      0.0603693       0.220042        99.4252        37.3853        51.2051        2.54694       0.201785       0.202611      0.0297861       0.942104        1.67081        1.55435        140.469     0.00706446        0.85917         -1.282          10000          10000
        2.20401      0.0350004      0.0624582      0.0598453       0.220075        99.4398        37.3752         51.007        2.56557       0.201723       0.202552      0.0298454       0.943978        1.67112        1.52794        140.232     0.00239761       0.834235       -1.29326          10000          10000
        2.21991      0.0350003      0.0624463      0.0593375       0.220085        99.4446        37.3554        50.6368        2.58353       0.201577       0.202445      0.0298971       0.945614         1.6717        1.50293        140.003     0.00538507        0.80308       -1.30422          10000           9999
        2.23584      0.0350003       0.062434      0.0588485       0.220118        99.4595        37.3305        50.1016        2.60242       0.201382       0.202271      0.0299581       0.947543        1.67268        1.47954        139.761      0.0160031       0.765945       -1.31543          10000           9999
        2.25178      0.0350003      0.0624109      0.0583835       0.220151        99.4746        37.3165        49.4196        2.62145       0.201139       0.202065        0.03002       0.949499        1.67347        1.45775        139.517      0.0344381       0.722903       -1.32661          10000           9999
        2.26771      0.0350003      0.0623722      0.0579468       0.220185        99.4898        37.3341        48.6156        2.64059       0.200863       0.201834      0.0300827       0.951483        1.67371        1.43767         139.27      0.0605183       0.674413       -1.33776          10000           9999
