0.01  0.008  0  -160.759 	-129.085 	119.432 	2.09889e-08 	-2.61453e-08 	-1.41044e-11 	
0.012  0.008  0  -168.987 	-112.884 	71.7138 	1.83588e-08 	-2.74794e-08 	-1.47923e-11 	
0.014  0.008  0  -169.019 	-93.4304 	26.265 	1.51382e-08 	-2.55339e-08 	-2.04075e-11 	
0.016  0.008  0  -118.824 	-36.1533 	5.48865 	0 	0 	0 	
0.018  0.008  0  -118.824 	0 	0 	0 	0 	0 	
-0.018  0.01  0  0 	0 	0 	0 	0 	0 	
-0.016  0.01  0  0 	-37.455 	0 	0 	0 	0 	
-0.014  0.01  0  136.658 	-98.6911 	8.27502 	0 	0 	0 	
-0.012  0.01  0  150.837 	-125.175 	38.19 	2.03578e-08 	2.34496e-08 	1.14788e-11 	
-0.01  0.01  0  144.281 	-144.286 	80.486 	2.34622e-08 	2.34655e-08 	1.04045e-11 	
-0.008  0.01  0  129.078 	-160.767 	119.43 	2.61378e-08 	2.09921e-08 	8.92446e-12 	
-0.006  0.01  0  105.676 	-174.317 	152.682 	2.83399e-08 	1.71832e-08 	6.24316e-12 	
-0.004  0.01  0  74.1828 	-184.495 	178.416 	2.99958e-08 	1.20615e-08 	2.82854e-12 	
-0.002  0.01  0  38.1651 	-190.954 	195.19 	3.10473e-08 	6.20472e-09 	5.40983e-13 	
